"ISSN","Category"
"1616301X","Electronic, Optical and Magnetic Materials"
"1616301X","Materials Science"
"1616301X","Nanoscience and Nanotechnology"
"21686211","Pediatrics, Perinatology and Child Health"
"21686203","Pediatrics, Perinatology and Child Health"
"02614189","Biochemistry, Genetics and Molecular Biology"
"02614189","Immunology and Microbiology"
"02614189","Medicine"
"02614189","Molecular Biology"
"02614189","Neuroscience"
"14602075","Biochemistry, Genetics and Molecular Biology"
"14602075","Immunology and Microbiology"
"14602075","Medicine"
"14602075","Molecular Biology"
"14602075","Neuroscience"
"15205126","Biochemistry"
"15205126","Catalysis"
"15205126","Chemistry"
"15205126","Colloid and Surface Chemistry"
"00027863","Biochemistry"
"00027863","Catalysis"
"00027863","Chemistry"
"00027863","Colloid and Surface Chemistry"
"15737136","Accounting"
"15737136","Business, Management and Accounting"
"13806653","Accounting"
"13806653","Business, Management and Accounting"
"1545326X","Biochemistry, Genetics and Molecular Biology"
"1545326X","Medicine"
"00664219","Biochemistry, Genetics and Molecular Biology"
"00664219","Medicine"
"15265498","Management Science and Operations Research"
"15265498","Strategy and Management"
"15234614","Management Science and Operations Research"
"15234614","Strategy and Management"
"00846597","Astronomy and Astrophysics"
"00846597","Earth and Planetary Sciences"
"00846597","Space and Planetary Science"
"01637525","Medicine"
"01637525","Public Health, Environmental and Occupational Health"
"15452093","Medicine"
"15452093","Public Health, Environmental and Occupational Health"
"00251909","Management Science and Operations Research"
"00251909","Strategy and Management"
"15265501","Management Science and Operations Research"
"15265501","Strategy and Management"
"00935301","Anthropology"
"00935301","Arts and Humanities"
"00935301","Business and International Management"
"00935301","Economics and Econometrics"
"00935301","Marketing"
"15375277","Anthropology"
"15375277","Arts and Humanities"
"15375277","Business and International Management"
"15375277","Economics and Econometrics"
"15375277","Marketing"
"20469136","Business and International Management"
"20469136","Economics and Econometrics"
"20469136","Finance"
"20469128","Business and International Management"
"20469128","Economics and Econometrics"
"20469128","Finance"
"1543592X","Ecology"
"1543592X","Ecology, Evolution, Behavior and Systematics"
"26665247","Infectious Diseases"
"26665247","Microbiology"
"26665247","Microbiology"
"26665247","Virology"
"24058297","Energy Engineering and Power Technology"
"24058297","Materials Science"
"24058297","Renewable Energy, Sustainability and the Environment"
"15361276","Applied Mathematics"
"15361276","Computer Science Applications"
"15361276","Electrical and Electronic Engineering"
"15582248","Applied Mathematics"
"15582248","Computer Science Applications"
"15582248","Electrical and Electronic Engineering"
"25775421","Atomic and Molecular Physics, and Optics"
"25775421","Biomedical Engineering"
"25775421","Electronic, Optical and Magnetic Materials"
"17413044","Management of Technology and Innovation"
"17413044","Organizational Behavior and Human Resource Management"
"17413044","Strategy and Management"
"01708406","Management of Technology and Innovation"
"01708406","Organizational Behavior and Human Resource Management"
"01708406","Strategy and Management"
"1073449X","Critical Care and Intensive Care Medicine"
"1073449X","Pulmonary and Respiratory Medicine"
"15354970","Critical Care and Intensive Care Medicine"
"15354970","Pulmonary and Respiratory Medicine"
"00905364","Statistics and Probability"
"00905364","Statistics, Probability and Uncertainty"
"17444292","Agricultural and Biological Sciences"
"17444292","Applied Mathematics"
"17444292","Biochemistry, Genetics and Molecular Biology"
"17444292","Computational Theory and Mathematics"
"17444292","Immunology and Microbiology"
"17444292","Information Systems"
"17444292","Medicine"
"14337851","Catalysis"
"14337851","Chemistry"
"15213773","Catalysis"
"15213773","Chemistry"
"25897780","Biomaterials"
"25897780","Chemistry"
"25897780","Energy"
"15280020","Biochemistry"
"15280020","Cell Biology"
"15280020","Hematology"
"15280020","Immunology"
"00064971","Biochemistry"
"00064971","Cell Biology"
"00064971","Hematology"
"00064971","Immunology"
"1089778X","Computational Theory and Mathematics"
"1089778X","Software"
"1089778X","Theoretical Computer Science"
"17501326","Cellular and Molecular Neuroscience"
"17501326","Molecular Biology"
"17501326","Neurology"
"20777019","Ecology, Evolution, Behavior and Systematics"
"20777019","Plant Science"
"20777000","Ecology, Evolution, Behavior and Systematics"
"20777000","Plant Science"
"26379368","Energy"
"26379368","Materials Chemistry"
"26379368","Materials Science"
"26379368","Renewable Energy, Sustainability and the Environment"
"13616633","Medicine"
"13616633","Physics and Astronomy"
"00344885","Medicine"
"00344885","Physics and Astronomy"
"20477538","Atomic and Molecular Physics, and Optics"
"20477538","Electronic, Optical and Magnetic Materials"
"01695347","Ecology, Evolution, Behavior and Systematics"
"18728383","Ecology, Evolution, Behavior and Systematics"
"00472727","Economics and Econometrics"
"00472727","Finance"
"2055026X","Plant Science"
"20550278","Plant Science"
"00072303","Business, Management and Accounting"
"00072303","Economics and Econometrics"
"15334465","Business, Management and Accounting"
"15334465","Economics and Econometrics"
"18733883","Catalysis"
"18733883","Environmental Science"
"18733883","Process Chemistry and Technology"
"09263373","Catalysis"
"09263373","Environmental Science"
"09263373","Process Chemistry and Technology"
"00333190","Applied Psychology"
"00333190","Clinical Psychology"
"00333190","Medicine"
"00333190","Psychiatry and Mental Health"
"14230348","Applied Psychology"
"14230348","Clinical Psychology"
"14230348","Medicine"
"14230348","Psychiatry and Mental Health"
"15375943","Political Science and International Relations"
"15375943","Sociology and Political Science"
"00030554","Political Science and International Relations"
"00030554","Sociology and Political Science"
"25425196","Health Policy"
"25425196","Health"
"25425196","Medicine"
"25425196","Public Health, Environmental and Occupational Health"
"2397334X","Ecology"
"2397334X","Ecology, Evolution, Behavior and Systematics"
"25902393","Materials Science"
"25902385","Materials Science"
"22136657","Safety Research"
"22136657","Transportation"
"23256826","Control and Optimization"
"23256826","Control and Systems Engineering"
"23256818","Control and Optimization"
"23256818","Control and Systems Engineering"
"15495477","Developmental Biology"
"15495477","Genetics"
"08909369","Developmental Biology"
"08909369","Genetics"
"02709139","Hepatology"
"02709139","Medicine"
"15273350","Hepatology"
"15273350","Medicine"
"14602105","Cancer Research"
"14602105","Oncology"
"00278874","Cancer Research"
"00278874","Oncology"
"1756994X","Genetics"
"1756994X","Genetics"
"1756994X","Molecular Biology"
"1756994X","Molecular Medicine"
"00338222","Archeology"
"00338222","Earth and Planetary Sciences"
"26667762","Health Policy"
"26667762","Internal Medicine"
"26667762","Oncology"
"26913399","Applied Mathematics"
"26913399","Computer Science"
"26913399","Electrical and Electronic Engineering"
"26913399","Electronic, Optical and Magnetic Materials"
"26913399","Mathematical Physics"
"26913399","Physics and Astronomy"
"15722740","Computer Vision and Pattern Recognition"
"25233548","Cancer Research"
"25233548","Oncology"
"10946705","Information Systems"
"10946705","Organizational Behavior and Human Resource Management"
"10946705","Sociology and Political Science"
"15527379","Information Systems"
"15527379","Organizational Behavior and Human Resource Management"
"15527379","Sociology and Political Science"
"15315088","Law"
"15315088","Organizational Behavior and Human Resource Management"
"15315088","Political Science and International Relations"
"15315088","Sociology and Political Science"
"00208183","Law"
"00208183","Organizational Behavior and Human Resource Management"
"00208183","Political Science and International Relations"
"00208183","Sociology and Political Science"
"00097330","Cardiology and Cardiovascular Medicine"
"00097330","Physiology"
"15244571","Cardiology and Cardiovascular Medicine"
"15244571","Physiology"
"10535888","Applied Mathematics"
"10535888","Electrical and Electronic Engineering"
"10535888","Signal Processing"
"19410611","Oceanography"
"19411405","Oceanography"
"26621355","Agronomy and Crop Science"
"26621355","Animal Science and Zoology"
"26621355","Food Science"
"01662236","Neuroscience"
"1878108X","Neuroscience"
"20411723","Biochemistry, Genetics and Molecular Biology"
"20411723","Chemistry"
"20411723","Physics and Astronomy"
"24054720","Cell Biology"
"24054720","Histology"
"24054720","Pathology and Forensic Medicine"
"24054712","Cell Biology"
"24054712","Histology"
"24054712","Pathology and Forensic Medicine"
"19493053","Computer Science"
"19411367","Economics and Econometrics"
"19411367","Finance"
"19411375","Economics and Econometrics"
"19411375","Finance"
"20420226","Immunology"
"20420226","Immunology and Allergy"
"20420226","Infectious Diseases"
"20420226","Medicine"
"16727681","Immunology"
"16727681","Immunology and Allergy"
"16727681","Infectious Diseases"
"16727681","Medicine"
"00219738","Medicine"
"15588238","Medicine"
"01660616","Agricultural and Biological Sciences"
"01660616","Plant Science"
"17594790","Rheumatology"
"17594804","Rheumatology"
"00015962","Mathematics"
"08839026","Business and International Management"
"08839026","Management of Technology and Innovation"
"10888683","Social Psychology"
"15327957","Social Psychology"
"00088846","Building and Construction"
"00088846","Materials Science"
"27310582","Chemistry"
"27310582","Inorganic Chemistry"
"27310582","Materials Chemistry"
"27310582","Organic Chemistry"
"1879307X","Cognitive Neuroscience"
"1879307X","Experimental and Cognitive Psychology"
"1879307X","Neuropsychology and Physiological Psychology"
"13646613","Cognitive Neuroscience"
"13646613","Experimental and Cognitive Psychology"
"13646613","Neuropsychology and Physiological Psychology"
"09066713","Periodontics"
"16000757","Periodontics"
"00016322","Cellular and Molecular Neuroscience"
"00016322","Neurology"
"00016322","Pathology and Forensic Medicine"
"14320533","Cellular and Molecular Neuroscience"
"14320533","Neurology"
"14320533","Pathology and Forensic Medicine"
"17597323","Economics and Econometrics"
"17597331","Economics and Econometrics"
"15326985","Developmental and Educational Psychology"
"00461520","Developmental and Educational Psychology"
"0066426X","Medicine"
"0066426X","Physical and Theoretical Chemistry"
"15451593","Medicine"
"15451593","Physical and Theoretical Chemistry"
"23299266","Artificial Intelligence"
"23299266","Control and Optimization"
"23299266","Control and Systems Engineering"
"23299266","Information Systems"
"23299274","Artificial Intelligence"
"23299274","Control and Optimization"
"23299274","Control and Systems Engineering"
"23299274","Information Systems"
"03063674","Medicine"
"03063674","Orthopedics and Sports Medicine"
"03063674","Physical Therapy, Sports Therapy and Rehabilitation"
"03063674","Sports Science"
"14730480","Medicine"
"14730480","Orthopedics and Sports Medicine"
"14730480","Physical Therapy, Sports Therapy and Rehabilitation"
"14730480","Sports Science"
"1573448X","Economics and Econometrics"
"1573448X","Finance"
"1573448X","Industrial Relations"
"1573448X","Strategy and Management"
"14602156","Medicine"
"14602156","Neurology"
"00068950","Medicine"
"00068950","Neurology"
"22112855","Electrical and Electronic Engineering"
"22112855","Materials Science"
"22112855","Renewable Energy, Sustainability and the Environment"
"01466410","Nuclear and High Energy Physics"
"13687646","Cancer Research"
"13687646","Infectious Diseases"
"13687646","Oncology"
"13687646","Pharmacology"
"13687646","Pharmacology"
"15322084","Cancer Research"
"15322084","Infectious Diseases"
"15322084","Oncology"
"15322084","Pharmacology"
"15322084","Pharmacology"
"15494713","Ophthalmology"
"01616420","Ophthalmology"
"00014826","Accounting"
"00014826","Economics and Econometrics"
"00014826","Finance"
"15587967","Accounting"
"15587967","Economics and Econometrics"
"15587967","Finance"
"26433230","Biochemistry, Genetics and Molecular Biology"
"26433230","Cancer Research"
"26433230","Hematology"
"26433230","Oncology"
"26433249","Biochemistry, Genetics and Molecular Biology"
"26433249","Cancer Research"
"26433249","Hematology"
"26433249","Oncology"
"1936878X","Cardiology and Cardiovascular Medicine"
"1936878X","Radiology, Nuclear Medicine and Imaging"
"18767591","Cardiology and Cardiovascular Medicine"
"18767591","Radiology, Nuclear Medicine and Imaging"
"25735144","Artificial Intelligence"
"25735144","Control and Systems Engineering"
